dlt0					dlt1					priority
2018-05-20T03:00:00		2018-05-20T06:00:00		1
2018-05-15T06:00:00		2018-05-15T07:00:00		1
2018-02-19T07:00:00		2018-02-19T09:00:00		1
2018-03-28T20:00:00		2018-03-28T22:00:00		1
2018-05-16T09:00:00		2018-05-16T18:00:00		2
2018-05-19T13:00:00		2018-05-19T14:00:00		2
2018-05-11T08:00:00		2018-05-11T09:00:00		3
2018-05-18T07:00:00		2018-05-18T08:00:00		3
